短信类型,状态,已读,协议,主题,联系人,时间,呼叫中心,短信内容
收件箱,0,1,0,,`10692799551186,2019-11-10 10:38:11,,"【平安银行】您尾号9438信用卡10日10:39预授权完成PHP80.00%^折合人民币11.11元，现可用额度6633.12，温馨提示：该笔交易为实际消费金额，原冻结的押金已解冻，询95511-2（海外热线：+86-755-29595511）"
收件箱,0,1,0,,`10692799551186,2019-11-10 21:43:43,,"【平安银行】您尾号9438信用卡10日21:43预授权PHP146.00%^折合人民币20.28元，现可用额度6612.84，温馨提示：该笔交易为临时冻结的押金，实际消费金额以商户最终结算为准，若商户30天内未结算会自动释放额度，询95511-2（海外热线：+86-755-29595511）"
收件箱,0,1,0,,`10692799551186,2019-11-10 23:08:00,,"【平安银行】您尾号9438信用卡10日23:07预授权PHP137.00%^折合人民币19.03元，现可用额度6579.92，温馨提示：该笔交易为临时冻结的押金，实际消费金额以商户最终结算为准，若商户30天内未结算会自动释放额度，询95511-2（海外热线：+86-755-29595511）"
收件箱,0,1,0,,`10692799551186,2019-11-11 00:02:25,,"【平安银行】您尾号9438信用卡11日00:02预授权PHP217.00%^折合人民币30.14元，现可用额度6549.78，温馨提示：该笔交易为临时冻结的押金，实际消费金额以商户最终结算为准，若商户30天内未结算会自动释放额度，询95511-2（海外热线：+86-755-29595511）"
收件箱,0,1,0,,`10692799551186,2019-11-11 02:16:17,,"【平安银行】您尾号9438信用卡11日02:16预授权PHP50.00%^折合人民币6.94元，现可用额度6542.84，温馨提示：该笔交易为临时冻结的押金，实际消费金额以商户最终结算为准，若商户30天内未结算会自动释放额度，询95511-2（海外热线：+86-755-29595511）"
收件箱,0,1,0,,`10692799551186,2019-11-11 10:40:43,,"【平安银行】您尾号9438信用卡11日10:40预授权完成PHP100.00%^折合人民币13.89元，现可用额度6506.48，温馨提示：该笔交易为实际消费金额，原冻结的押金已解冻，询95511-2（海外热线：+86-755-29595511）"
收件箱,0,1,0,,`10692799551186,2019-11-11 10:41:24,,"【平安银行】您尾号9438信用卡11日10:41预授权完成PHP195.00%^折合人民币27.08元，现可用额度6499.54，温馨提示：该笔交易为实际消费金额，原冻结的押金已解冻，询95511-2（海外热线：+86-755-29595511）"
收件箱,0,1,0,,`10692799551186,2019-11-11 10:41:50,,"【平安银行】您尾号9438信用卡11日10:41预授权完成PHP146.00%^折合人民币20.28元，现可用额度6499.54，温馨提示：该笔交易为实际消费金额，原冻结的押金已解冻，询95511-2（海外热线：+86-755-29595511）"
收件箱,0,1,0,,`10692799551186,2019-11-12 01:43:54,,"【平安银行】您尾号9438信用卡12日01:43预授权PHP252.00%^折合人民币35.02元，现可用额度6464.52，温馨提示：该笔交易为临时冻结的押金，实际消费金额以商户最终结算为准，若商户30天内未结算会自动释放额度，询95511-2（海外热线：+86-755-29595511）"
收件箱,0,1,0,,`10692799551186,2019-11-12 02:44:41,,"【平安银行】您尾号9438信用卡12日02:44预授权PHP236.00%^折合人民币32.79元，现可用额度6429.58，温馨提示：该笔交易为临时冻结的押金，实际消费金额以商户最终结算为准，若商户30天内未结算会自动释放额度，询95511-2（海外热线：+86-755-29595511）"
收件箱,0,1,0,,`10692799551186,2019-11-12 10:37:33,,"【平安银行】您尾号9438信用卡12日10:37预授权完成PHP137.00%^折合人民币19.04元，现可用额度6429.58，温馨提示：该笔交易为实际消费金额，原冻结的押金已解冻，询95511-2（海外热线：+86-755-29595511）"
收件箱,0,1,0,,`10692799551186,2019-11-12 10:40:01,,"【平安银行】您尾号9438信用卡12日10:39预授权完成PHP50.00%^折合人民币6.95元，现可用额度6429.57，温馨提示：该笔交易为实际消费金额，原冻结的押金已解冻，询95511-2（海外热线：+86-755-29595511）"
收件箱,0,1,0,,`10692799551186,2019-11-12 10:40:24,,"【平安银行】您尾号9438信用卡12日10:40预授权完成PHP217.00%^折合人民币30.15元，现可用额度6429.56，温馨提示：该笔交易为实际消费金额，原冻结的押金已解冻，询95511-2（海外热线：+86-755-29595511）"
收件箱,0,1,0,,`10692799551186,2019-11-12 15:15:54,,"【平安银行】您尾号9438信用卡12日15:15预授权PHP500.00%^折合人民币69.37元失败，询95511-2（海外热线：+86-755-29595511）"
收件箱,0,1,0,,`10692799551186,2019-11-12 21:24:36,,"【平安银行】您尾号9438信用卡12日21:24预授权PHP500.00%^折合人民币69.37元失败，询95511-2（海外热线：+86-755-29595511）"
收件箱,0,1,0,,`10692799551186,2019-11-12 21:25:00,,"【平安银行】您尾号9438信用卡12日21:24预授权PHP500.00%^折合人民币69.37元失败，询95511-2（海外热线：+86-755-29595511）"
收件箱,0,1,0,,`10692799551186,2019-11-13 10:40:58,,"【平安银行】您尾号9438信用卡13日10:40预授权完成PHP252.00%^折合人民币34.96元，现可用额度6314.91，温馨提示：该笔交易为实际消费金额，原冻结的押金已解冻，询95511-2（海外热线：+86-755-29595511）"
收件箱,0,1,0,,`10692799551186,2019-11-13 10:41:47,,"【平安银行】您尾号9438信用卡13日10:41预授权完成PHP236.00%^折合人民币32.74元，现可用额度6314.97，温馨提示：该笔交易为实际消费金额，原冻结的押金已解冻，询95511-2（海外热线：+86-755-29595511）"
收件箱,0,0,0,,`+639127315217,2019-11-12 20:42:12,,"高价收购一切博彩，棋牌资源。并招各类线上推广人才。只要你有料。老板对接。飞机：09560072999，whatapp同"
收件箱,0,1,0,,`10692075251353,2019-11-12 08:00:06,,"【领英】苏振中邀请您在领英成为好友。https://lnkd.in/dX6E9DN。回N退订"
收件箱,0,1,0,,`Google,2019-11-11 22:58:35,,"“G-719788”是您的 Google 验证码。"
收件箱,0,0,0,,`106939131014721,2019-11-11 16:33:42,,"【滴滴快车】出行路上有滴滴，走遍天下都不怕。2张6元立减券已到账，10-23点可用。（滴滴上海）  退订TD"
收件箱,0,1,0,,`10655955,2019-11-11 16:10:20,,"【腾讯活动】尊敬的王卡用户，王钻商城升级啦！幸运大转盘，免费抽王钻，兑好礼。戳: https://wangzuan.10010.com ！【陕西联通】"
收件箱,0,1,0,,`10010,2019-06-27 12:00:25,,"【可用额度预警】截至6月27日12时00分，您的可用额度为4.60元。当可用额度为0元时，将影响您的正常使用，请尽快交费，点击进入 http://u.10010.cn/qAAaM 查询并交费。【中国联通】"
收件箱,0,1,0,,`10010,2019-06-27 12:01:03,,"【可用额度不足提醒】截至6月27日，您的可用额度为4.60元，已不足抵扣下月套餐月费及其他费用，请尽快交费，以免下月初扣除相关费用后影响您的正常使用。点击进入 http://u.10010.cn/qAAaM 查询并交费。【中国联通】"
收件箱,0,1,0,,`10010,2019-07-02 17:32:57,,"【可用额度用尽提醒】截至7月2日17时32分，您的可用额度已用尽，现只保留来电接听功能，请尽快交费，可在WIFI状态下点击进入 http://u.10010.cn/qAAaM 查询并交费。【中国联通】"
收件箱,0,1,0,,`10010,2019-07-08 07:55:21,,"【账单提醒】您2019年6月份通信账单信息：用户号码：13279200314；计费周期：6月1日-6月30日；本期消费：9.20元，其中：月固定费5元，其他消费4.20元；查询详情请点击： http://u.10010.cn/tAE3W 。回复TDZD退订本短信。【中国联通】"
收件箱,0,1,0,,`10010,2019-07-11 14:30:56,,"七彩云南欢迎您！请您下载游云南app，您将体验到崭新的＂说走就走，全程无忧＂的智慧旅游！如果您满意，请告诉您的朋友；如果不满意，请拨打旅游投诉电话12301。祝在云南旅游愉快！交警提示：为了您和他人的安全，请遵守交通安全法规，安全驾驶，文明出行。云南交警竭诚为您提供交通保障服务。电话：087165025110"
收件箱,0,1,0,,`10010,2019-08-08 16:06:44,,"【账单提醒】您2019年7月份通信账单信息：用户号码：13279200314；计费周期：7月1日-7月31日；本期消费：6元，其中：月固定费5元，其他消费1元；查询详情请点击： http://u.10010.cn/tAE3W 。回复TDZD退订本短信。【中国联通】"
收件箱,0,1,0,,`10010,2019-08-20 10:55:30,,"【交费提醒】截至2019年8月20日，您有欠费5.00元（其中2019年7月欠费5.00元），请于8月25日前交清欠费，逾期未交费，将影响您的正常使用（如已交清，请忽略本短信）。点击进入 http://u.10010.cn/tAE3W 查询并交费。【中国联通】"
收件箱,0,1,0,,`10010,2019-08-24 14:40:26,,"【停机提醒】截至2019年8月24日，您有欠费5.00元（其中2019年7月欠费5.00元），请于8月25日前交清欠费，逾期未交费，将影响您的正常使用（如已交清，请忽略本短信）。点击进入 http://u.10010.cn/tAE3U 查询交费。【中国联通】"
收件箱,0,1,0,,`10010,2017-06-28 10:51:11,,"温馨提示：截止06月27日24时，您当月累计使用流量641.1MB。其中：国内流量已使用400.0MB，剩余0.0MB；省内闲时流量已使用241.1MB，剩余5.765GB；国内流量半年流量包已使用4.251GB，剩余766.7MB；省内流量半年包已使用12.000GB，剩余0.0MB； 回复“流量查询”或点击进入http://wap.10010.com 查询详情。"
收件箱,0,1,0,,`10010,2017-06-29 12:57:08,,"温馨提示：截止06月28日24时，您当月累计使用流量641.1MB。其中：国内流量已使用400.0MB，剩余0.0MB；省内闲时流量已使用241.1MB，剩余5.765GB；国内流量半年流量包已使用4.318GB，剩余698.0MB；省内流量半年包已使用12.000GB，剩余0.0MB； 回复“流量查询”或点击进入http://wap.10010.com 查询详情。"
收件箱,0,1,0,,`10010,2017-06-23 09:41:30,,"温馨提示：截止06月22日24时，您当月累计使用流量502.9MB。其中：国内流量已使用400.0MB，剩余0.0MB；省内闲时流量已使用102.9MB，剩余5.899GB；国内流量半年流量包已使用3.714GB，剩余1.286GB；省内流量半年包已使用12.000GB，剩余0.0MB； 回复“流量查询”或点击进入http://wap.10010.com 查询详情。"
收件箱,0,1,0,,`10010,2017-06-24 10:35:00,,"温馨提示：截止06月23日24时，您当月累计使用流量505.8MB。其中：国内流量已使用400.0MB，剩余0.0MB；省内闲时流量已使用105.8MB，剩余5.897GB；国内流量半年流量包已使用3.755GB，剩余1.245GB；省内流量半年包已使用12.000GB，剩余0.0MB； 回复“流量查询”或点击进入http://wap.10010.com 查询详情。"
收件箱,0,1,0,,`10010,2017-06-25 12:53:27,,"温馨提示：截止06月24日24时，您当月累计使用流量520.5MB。其中：国内流量已使用400.0MB，剩余0.0MB；省内闲时流量已使用120.5MB，剩余5.882GB；国内流量半年流量包已使用3.816GB，剩余1.184GB；省内流量半年包已使用12.000GB，剩余0.0MB； 回复“流量查询”或点击进入http://wap.10010.com 查询详情。"
收件箱,0,1,0,,`10010,2017-06-26 09:52:06,,"温馨提示：截止06月25日24时，您当月累计使用流量520.5MB。其中：国内流量已使用400.0MB，剩余0.0MB；省内闲时流量已使用120.5MB，剩余5.882GB；国内流量半年流量包已使用3.858GB，剩余1.142GB；省内流量半年包已使用12.000GB，剩余0.0MB； 回复“流量查询”或点击进入http://wap.10010.com 查询详情。"
收件箱,0,1,0,,`10010,2017-06-21 09:56:06,,"温馨提示：截止06月20日24时，您当月累计使用流量462.7MB。其中：国内流量已使用400.0MB，剩余0.0MB；省内闲时流量已使用62.7MB，剩余5.939GB；国内流量半年流量包已使用3.585GB，剩余1.415GB；省内流量半年包已使用12.000GB，剩余0.0MB； 回复“流量查询”或点击进入http://wap.10010.com 查询详情。"
收件箱,0,1,0,,`10010,2017-06-22 12:36:52,,"温馨提示：截止06月21日24时，您当月累计使用流量462.7MB。其中：国内流量已使用400.0MB，剩余0.0MB；省内闲时流量已使用62.7MB，剩余5.939GB；国内流量半年流量包已使用3.651GB，剩余1.349GB；省内流量半年包已使用12.000GB，剩余0.0MB； 回复“流量查询”或点击进入http://wap.10010.com 查询详情。"
收件箱,0,1,0,,`10010,2017-06-17 04:45:57,,"尊敬的用户，您好！您于2017年06月17日04时45分通过手机营业厅（http://wap.10010.com）使用详单查询服务，谢谢您的使用！"
收件箱,0,1,0,,`10010,2017-06-17 09:39:05,,"温馨提示：截止06月16日24时，您当月累计使用流量441.0MB。其中：国内流量已使用400.0MB，剩余0.0MB；省内闲时流量已使用41.0MB，剩余5.960GB；国内流量半年流量包已使用3.261GB，剩余757.1MB；省内流量半年包已使用12.000GB，剩余0.0MB； 回复“流量查询”或点击进入http://wap.10010.com 查询详情。"
收件箱,0,1,0,,`10010,2017-06-18 09:16:54,,"温馨提示：截止06月17日24时，您当月累计使用流量441.0MB。其中：国内流量已使用400.0MB，剩余0.0MB；省内闲时流量已使用41.0MB，剩余5.960GB；国内流量半年流量包已使用3.325GB，剩余690.7MB；省内流量半年包已使用12.000GB，剩余0.0MB； 回复“流量查询”或点击进入http://wap.10010.com 查询详情。"
收件箱,0,1,0,,`10010,2017-06-18 16:31:27,,"温馨提示，您已成功充值面值为1.000GB的国内流量半年包，国内流量半年包剩余流量1.664GB，流量有效期至2017年12月31日。点击进入wap.10010.com 查询详情。"
收件箱,0,1,0,,`10010,2017-06-19 11:48:50,,"温馨提示：截止06月18日24时，您当月累计使用流量441.0MB。其中：国内流量已使用400.0MB，剩余0.0MB；省内闲时流量已使用41.0MB，剩余5.960GB；国内流量半年流量包已使用3.410GB，剩余1.590GB；省内流量半年包已使用12.000GB，剩余0.0MB； 回复“流量查询”或点击进入http://wap.10010.com 查询详情。"
收件箱,0,1,0,,`10010,2017-06-20 11:51:40,,"温馨提示：截止06月19日24时，您当月累计使用流量454.1MB。其中：国内流量已使用400.0MB，剩余0.0MB；省内闲时流量已使用54.1MB，剩余5.947GB；国内流量半年流量包已使用3.549GB，剩余1.451GB；省内流量半年包已使用12.000GB，剩余0.0MB； 回复“流量查询”或点击进入http://wap.10010.com 查询详情。"
收件箱,0,1,0,,`10010,2017-06-15 11:21:50,,"温馨提示：截止06月14日24时，您当月累计使用流量441.0MB。其中：国内流量已使用400.0MB，剩余0.0MB；省内闲时流量已使用41.0MB，剩余5.960GB；国内流量半年流量包已使用3.035GB，剩余988.7MB；省内流量半年包已使用12.000GB，剩余0.0MB； 回复“流量查询”或点击进入http://wap.10010.com 查询详情。"
收件箱,0,1,0,,`10010,2017-06-15 15:38:33,,"【湖南联通】618年中盛惠，血拼到底！1折秒杀号卡，5折抢网卡、流量包，冰激凌套餐月费5折　送靓号免预存，充值随机享6.18折，摇一摇赢话费；更有iPad、天猫魔盒…等海量大奖等你拿！　领取链接：　http://u.10010.cn/qAatW　"
收件箱,0,1,0,,`10010,2017-06-16 10:52:35,,"温馨提示：截止06月15日24时，您当月累计使用流量441.0MB。其中：国内流量已使用400.0MB，剩余0.0MB；省内闲时流量已使用41.0MB，剩余5.960GB；国内流量半年流量包已使用3.199GB，剩余819.7MB；省内流量半年包已使用12.000GB，剩余0.0MB； 回复“流量查询”或点击进入http://wap.10010.com 查询详情。"
收件箱,0,1,0,,`10010,2017-06-07 19:48:23,,"温馨提示，截止06月07日19时48分，您省内流量半年包剩余91.2MB%^包内流量即将用完。登录联通网上营业厅 www.10010.com ，查询、交费、充值、方便又实惠!"
收件箱,0,1,0,,`10010,2017-06-08 09:48:30,,"温馨提示：截止06月07日24时，您当月累计使用流量400.0MB。其中：国内流量已使用400.0MB，剩余0.0MB；省内闲时流量已使用0.2MB，剩余6.000GB；国内流量半年流量包已使用2.838GB，剩余1.162GB；省内流量半年包已使用11.979GB，剩余21.8MB； 回复“流量查询”或点击进入http://wap.10010.com 查询详情。"
收件箱,0,1,0,,`10010,2017-06-09 05:50:55,,"温馨提示，截止06月09日01时37分，省内流量半年包流量已用完。登录联通网上营业厅 www.10010.com ，查询、交费、充值、方便又实惠!"
收件箱,0,1,0,,`10010,2017-06-09 10:34:33,,"温馨提示：截止06月08日24时，您当月累计使用流量400.0MB。其中：国内流量已使用400.0MB，剩余0.0MB；省内闲时流量已使用0.2MB，剩余6.000GB；国内流量半年流量包已使用2.838GB，剩余1.162GB；省内流量半年包已使用11.984GB，剩余15.9MB； 回复“流量查询”或点击进入http://wap.10010.com 查询详情。"
收件箱,0,1,0,,`10010,2017-06-10 12:40:08,,"温馨提示：截止06月09日24时，您当月累计使用流量424.9MB。其中：国内流量已使用400.0MB，剩余0.0MB；省内闲时流量已使用24.9MB，剩余5.976GB；国内流量半年流量包已使用2.906GB，剩余1.094GB；省内流量半年包已使用12.000GB，剩余0.0MB； 回复“流量查询”或点击进入http://wap.10010.com 查询详情。"
收件箱,0,1,0,,`10010,2017-06-11 09:45:56,,"今天是全国节能宣传周和低碳日活动启动日，‘节能有我，绿色共享’、‘工业低碳发展’。从你我做起，共建碧水蓝天。工业和信息化部、国家发展改革委"
收件箱,0,1,0,,`10010,2017-06-11 10:15:54,,"温馨提示：截止06月10日24时，您当月累计使用流量424.9MB。其中：国内流量已使用400.0MB，剩余0.0MB；省内闲时流量已使用24.9MB，剩余5.976GB；国内流量半年流量包已使用2.967GB，剩余1.033GB；省内流量半年包已使用12.000GB，剩余0.0MB； 回复“流量查询”或点击进入http://wap.10010.com 查询详情。"
收件箱,0,1,0,,`10010,2017-06-12 10:58:47,,"温馨提示：截止06月11日24时，您当月累计使用流量439.9MB。其中：国内流量已使用400.0MB，剩余0.0MB；省内闲时流量已使用39.9MB，剩余5.961GB；国内流量半年流量包已使用2.989GB，剩余1.011GB；省内流量半年包已使用12.000GB，剩余0.0MB； 回复“流量查询”或点击进入http://wap.10010.com 查询详情。"
收件箱,0,1,0,,`10010,2017-06-13 10:03:01,,"温馨提示：截止06月12日24时，您当月累计使用流量439.9MB。其中：国内流量已使用400.0MB，剩余0.0MB；省内闲时流量已使用39.9MB，剩余5.961GB；国内流量半年流量包已使用3.002GB，剩余1021.7MB；省内流量半年包已使用12.000GB，剩余0.0MB； 回复“流量查询”或点击进入http://wap.10010.com 查询详情。"
收件箱,0,1,0,,`10010,2017-06-14 09:25:04,,"温馨提示：截止06月13日24时，您当月累计使用流量441.0MB。其中：国内流量已使用400.0MB，剩余0.0MB；省内闲时流量已使用41.0MB，剩余5.960GB；国内流量半年流量包已使用3.008GB，剩余1015.5MB；省内流量半年包已使用12.000GB，剩余0.0MB； 回复“流量查询”或点击进入http://wap.10010.com 查询详情。"
收件箱,0,1,0,,`10010,2017-06-14 14:11:46,,"尊敬的客户，您好！2017年7月31日前，微信关注并绑定“湖南联通”服务号的用户，每周在积分商城消耗指定积分就有机会获得最高1024MB省内流量的奖励，赶紧关注并绑定“湖南联通”微信服务号，在文本框输入“积分”即可了解活动详情。湖南联通"
收件箱,0,1,0,,`10010,2017-06-14 20:05:53,,"尊敬的用户，您好！您于2017年06月14日20时05分通过网上营业厅（www.10010.com）使用详单查询服务，谢谢您的使用！"
收件箱,0,1,0,,`10010,2017-05-20 10:33:05,,"坚决打击暴恐犯罪，努力创建平安家园。【株洲市反恐办宣】"
收件箱,0,1,0,,`10010,2017-05-21 12:12:46,,"温馨提示：截止05月20日24时，您当月累计使用流量438.1MB。其中：国内流量已使用400.0MB，剩余0.0MB；省内闲时流量已使用38.1MB，剩余5.963GB；国内流量半年流量包已使用2.838GB，剩余1.162GB；省内流量半年包已使用11.182GB，剩余837.3MB； 回复“流量查询”或点击进入http://wap.10010.com 查询详情。"
收件箱,0,1,0,,`10010,2017-05-22 09:55:26,,"温馨提示：截止05月21日24时，您当月累计使用流量438.1MB。其中：国内流量已使用400.0MB，剩余0.0MB；省内闲时流量已使用38.1MB，剩余5.963GB；国内流量半年流量包已使用2.838GB，剩余1.162GB；省内流量半年包已使用11.331GB，剩余685.1MB； 回复“流量查询”或点击进入http://wap.10010.com 查询详情。"
收件箱,0,1,0,,`10010,2017-05-23 09:53:48,,"温馨提示：截止05月22日24时，您当月累计使用流量438.1MB。其中：国内流量已使用400.0MB，剩余0.0MB；省内闲时流量已使用38.1MB，剩余5.963GB；国内流量半年流量包已使用2.838GB，剩余1.162GB；省内流量半年包已使用11.383GB，剩余632.0MB； 回复“流量查询”或点击进入http://wap.10010.com 查询详情。"
收件箱,0,1,0,,`10010,2017-05-24 12:38:49,,"温馨提示：截止05月23日24时，您当月累计使用流量438.1MB。其中：国内流量已使用400.0MB，剩余0.0MB；省内闲时流量已使用38.1MB，剩余5.963GB；国内流量半年流量包已使用2.838GB，剩余1.162GB；省内流量半年包已使用11.405GB，剩余609.2MB； 回复“流量查询”或点击进入http://wap.10010.com 查询详情。"
收件箱,0,1,0,,`10010,2017-08-19 22:17:04,,"温馨提示：截止08月19日22时16分，您当月累计使用流量1.060GB。其中：国内流量已使用1.060GB，剩余15.0MB；省内流量已使用0.0MB，剩余2.000GB；国内流量半年流量包已使用7.060GB，剩余962.9MB；省内流量半年包已使用12.000GB，剩余0.0MB； 回复“流量查询”或点击进入 http://wap.10010.com 查询详情。更多优惠服务请下载联通手机营业厅APP http://u.10010.cn/qAaqw ，首次下载可赠300M省内流量。"
收件箱,0,1,0,,`10010,2017-08-20 10:49:36,,"温馨提示：截止08月19日24时，您当月累计使用流量1.063GB。其中：国内流量已使用1.063GB，剩余11.7MB；省内流量已使用0.0MB，剩余2.000GB；国内流量半年流量包已使用7.060GB，剩余962.9MB；省内流量半年包已使用12.000GB，剩余0.0MB； 回复“流量查询”或点击进入http://wap.10010.com 查询详情。"
收件箱,0,1,0,,`10010,2017-08-20 13:20:40,,"您的账户当前可用余额229.55元，账户余额880.85元%^实时话费81.30元。*(-%@ *(-%@ 账户余额明细：*(-%@ 可用预存款：280.85元*(-%@ 可用赠款：30.00元*(-%@ 冻结预存款：0.00元*(-%@ 冻结赠款：570.00元*(-%@ 【发短信太麻烦？使用手机营业厅，查询、交费、办理更简单！下载点击：http://u.10010.cn/khddx 】"
收件箱,0,1,0,,`10010,2017-08-20 19:02:50,,"温馨提示：截止08月20日19时02分，您当月累计使用流量1.074GB。其中：国内流量已使用1.074GB，剩余0.0MB；省内流量已使用0.0MB，剩余2.000GB；国内流量半年流量包已使用7.060GB，剩余962.8MB；省内流量半年包已使用12.000GB，剩余0.0MB； 回复“流量查询”或点击进入 http://wap.10010.com 查询详情。更多优惠服务请下载联通手机营业厅APP http://u.10010.cn/qAaqw ，首次下载可赠300M省内流量。"
收件箱,0,1,0,,`10010,2017-08-21 10:07:55,,"温馨提示：截止08月20日24时，您当月累计使用流量1.074GB。其中：国内流量已使用1.074GB，剩余0.0MB；省内流量已使用0.0MB，剩余2.000GB；国内流量半年流量包已使用7.080GB，剩余942.0MB；省内流量半年包已使用12.000GB，剩余0.0MB； 回复“流量查询”或点击进入http://wap.10010.com 查询详情。"
收件箱,0,1,0,,`10010,2017-08-21 13:18:04,,"您的账户当前可用余额229.55元，账户余额880.85元%^实时话费81.30元。*(-%@ *(-%@ 账户余额明细：*(-%@ 可用预存款：280.85元*(-%@ 可用赠款：30.00元*(-%@ 冻结预存款：0.00元*(-%@ 冻结赠款：570.00元*(-%@ 【发短信太麻烦？使用手机营业厅，查询、交费、办理更简单！下载点击：http://u.10010.cn/khddx 】"
收件箱,0,1,0,,`10010,2017-08-22 10:12:20,,"温馨提示：截止08月21日24时，您当月累计使用流量1.074GB。其中：国内流量已使用1.074GB，剩余0.0MB；省内流量已使用0.0MB，剩余2.000GB；国内流量半年流量包已使用7.172GB，剩余847.4MB；省内流量半年包已使用12.000GB，剩余0.0MB； 回复“流量查询”或点击进入http://wap.10010.com 查询详情。"
收件箱,0,1,0,,`10010,2017-08-22 13:19:49,,"您的账户当前可用余额229.55元，账户余额880.85元%^实时话费81.30元。*(-%@ *(-%@ 账户余额明细：*(-%@ 可用预存款：280.85元*(-%@ 可用赠款：30.00元*(-%@ 冻结预存款：0.00元*(-%@ 冻结赠款：570.00元*(-%@ 【发短信太麻烦？使用手机营业厅，查询、交费、办理更简单！下载点击：http://u.10010.cn/khddx 】"
收件箱,0,1,0,,`10010,2017-08-23 11:16:40,,"温馨提示：截止08月22日24时，您当月累计使用流量1.074GB。其中：国内流量已使用1.074GB，剩余0.0MB；省内流量已使用0.0MB，剩余2.000GB；国内流量半年流量包已使用7.485GB，剩余527.9MB；省内流量半年包已使用12.000GB，剩余0.0MB； 回复“流量查询”或点击进入http://wap.10010.com 查询详情。"
收件箱,0,1,0,,`10010,2017-08-23 17:22:58,,"您的账户当前可用余额229.55元，账户余额880.85元%^实时话费81.30元。*(-%@ *(-%@ 账户余额明细：*(-%@ 可用预存款：280.85元*(-%@ 可用赠款：30.00元*(-%@ 冻结预存款：0.00元*(-%@ 冻结赠款：570.00元*(-%@ 【发短信太麻烦？使用手机营业厅，查询、交费、办理更简单！下载点击：http://u.10010.cn/khddx 】"
收件箱,0,1,0,,`10010,2017-08-24 10:08:13,,"温馨提示：截止08月23日24时，您当月累计使用流量1.074GB。其中：国内流量已使用1.074GB，剩余0.0MB；省内流量已使用0.0MB，剩余2.000GB；国内流量半年流量包已使用7.659GB，剩余349.1MB；省内流量半年包已使用12.000GB，剩余0.0MB； 回复“流量查询”或点击进入http://wap.10010.com 查询详情。"
收件箱,0,1,0,,`10010,2017-08-16 10:11:31,,"温馨提示：截止08月15日24时，您当月累计使用流量792.5MB。其中：国内流量已使用792.5MB，剩余307.5MB；省内流量已使用0.0MB，剩余2.000GB；国内流量半年流量包已使用7.060GB，剩余962.9MB；省内流量半年包已使用12.000GB，剩余0.0MB； 回复“流量查询”或点击进入http://wap.10010.com 查询详情。"
收件箱,0,1,0,,`10010,2017-08-16 17:00:15,,"您的账户当前可用余额229.55元，账户余额880.85元%^实时话费81.30元。*(-%@ *(-%@ 账户余额明细：*(-%@ 可用预存款：280.85元*(-%@ 可用赠款：30.00元*(-%@ 冻结预存款：0.00元*(-%@ 冻结赠款：570.00元*(-%@ 【发短信太麻烦？使用手机营业厅，查询、交费、办理更简单！下载点击：http://u.10010.cn/khddx 】"
收件箱,0,1,0,,`10010,2017-08-17 12:41:33,,"温馨提示：截止08月16日24时，您当月累计使用流量811.2MB。其中：国内流量已使用811.2MB，剩余288.8MB；省内流量已使用0.0MB，剩余2.000GB；国内流量半年流量包已使用7.060GB，剩余962.9MB；省内流量半年包已使用12.000GB，剩余0.0MB； 回复“流量查询”或点击进入http://wap.10010.com 查询详情。"
收件箱,0,1,0,,`10010,2017-08-17 16:55:36,,"您的账户当前可用余额229.55元，账户余额880.85元%^实时话费81.30元。*(-%@ *(-%@ 账户余额明细：*(-%@ 可用预存款：280.85元*(-%@ 可用赠款：30.00元*(-%@ 冻结预存款：0.00元*(-%@ 冻结赠款：570.00元*(-%@ 【发短信太麻烦？使用手机营业厅，查询、交费、办理更简单！下载点击：http://u.10010.cn/khddx 】"
收件箱,0,1,0,,`10010,2017-08-18 11:08:42,,"温馨提示：截止08月17日24时，您当月累计使用流量820.4MB。其中：国内流量已使用820.4MB，剩余279.6MB；省内流量已使用0.0MB，剩余2.000GB；国内流量半年流量包已使用7.060GB，剩余962.9MB；省内流量半年包已使用12.000GB，剩余0.0MB； 回复“流量查询”或点击进入http://wap.10010.com 查询详情。"
收件箱,0,1,0,,`10010,2017-08-18 17:00:00,,"您的账户当前可用余额229.55元，账户余额880.85元%^实时话费81.30元。*(-%@ *(-%@ 账户余额明细：*(-%@ 可用预存款：280.85元*(-%@ 可用赠款：30.00元*(-%@ 冻结预存款：0.00元*(-%@ 冻结赠款：570.00元*(-%@ 【发短信太麻烦？使用手机营业厅，查询、交费、办理更简单！下载点击：http://u.10010.cn/khddx 】"
收件箱,0,1,0,,`10010,2017-08-19 04:38:31,,"温馨提示：截止08月19日03时20分，您当月累计使用流量1.040GB。其中：国内流量已使用1.040GB，剩余35.1MB；省内流量已使用0.0MB，剩余2.000GB；国内流量半年流量包已使用7.060GB，剩余962.9MB；省内流量半年包已使用12.000GB，剩余0.0MB； 回复“流量查询”或点击进入 http://wap.10010.com 查询详情。更多优惠服务请下载联通手机营业厅APP http://u.10010.cn/qAaqw ，首次下载可赠300M省内流量。"
